Date,Year,Rank,Status,Name,Nationality,Gender,Age_Category,Time,Race,Race_Loc,Race_Dist
17-Aug-18,2018,1,Finisher,elan lieber,USA,M,20-34,22:02:08,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,2,Finisher,uldis liepins,USA,M,35-39,22:07:00,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,3,Finisher,blake pierson,USA,M,35-39,23:52:58,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,4,Finisher,daniela seyler palomino,CHILE,F,40-44,24:09:59,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,5,Finisher,kim ammons,GERMANY,F,35-39,26:57:47,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,6,Finisher,dax hock,USA,M,35-39,27:08:45,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,7,Finisher,jaime ortiz,USA,M,55-59,28:18:12,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,8,Finisher,brandon adame,USA,M,40-44,28:27:08,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,9,Finisher,matthew mallon,USA,M,35-39,28:31:18,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,10,Finisher,sarah reusch,USA,F,35-39,28:31:44,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,11,Finisher,joshua stevens,USA,M,45-49,28:38:32,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,12,Finisher,joshua sharp,USA,M,35-39,29:00:20,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,13,Finisher,tonya keyes,USA,F,20-34,29:10:49,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,14,Finisher,ben brown,USA,M,35-39,29:20:01,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,15,Finisher,tracy dimino,USA,F,45-49,29:22:26,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,16,Finisher,waylon smith,USA,M,40-44,29:41:44,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,17,Finisher,emmanuel maximo,USA,M,35-39,29:42:57,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,18,Finisher,travis nelson,USA,M,35-39,29:45:50,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,19,Finisher,mark jolin,USA,M,45-49,30:16:41,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,20,Finisher,steve fry,USA,M,60-64,30:16:41,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,21,Finisher,jose montellano,USA,M,20-34,30:22:37,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,22,Finisher,vasile samartinean,USA,M,40-44,30:29:19,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,23,Finisher,stephen neary,USA,M,20-34,30:31:54,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,24,Finisher,oscar hernandez,USA,M,35-39,30:49:44,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,25,Finisher,simon schenk,AUSTRALIA,M,40-44,30:58:25,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,26,Finisher,neal hinson,USA,M,40-44,31:19:55,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,27,Finisher,eunice abigahil zamora torres,MEXICO,F,35-39,31:30:35,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,28,Finisher,kyle smith,USA,M,20-34,31:45:41,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,29,Finisher,brian hildreth,USA,M,45-49,32:04:20,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,30,Finisher,kenneth fancett,UNITED KINGDOM,M,65-69,32:19:46,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,31,Finisher,steven evers,USA,M,20-34,32:44:22,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,32,Finisher,elizabeth ochoa,USA,F,40-44,32:45:14,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,33,Finisher,benjamin hawes,USA,M,20-34,32:51:11,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,34,Finisher,josh phillips,USA,M,35-39,33:05:37,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,35,Finisher,ian luschin,USA,M,40-44,33:07:49,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,36,Finisher,sigifredo rodriguez-castaneda,USA,M,20-34,33:11:27,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,37,Finisher,ron ely,USA,M,45-49,33:28:16,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,38,Finisher,mark stacy,USA,M,40-44,33:34:41,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,39,Finisher,yi feng,USA,M,60-64,33:45:35,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,40,Finisher,juan cortes,USA,M,55-59,34:00:06,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,41,Finisher,sandra villines,USA,F,45-49,34:03:24,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,42,Finisher,amanda debevc,USA,F,40-44,34:14:32,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,43,Finisher,alberto guerrero,USA,M,45-49,34:15:37,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,44,Finisher,alex ochoa,USA,M,20-34,34:19:28,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,45,Finisher,tim davis,USA,M,40-44,34:19:44,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,46,Finisher,taylor stanfill,USA,M,20-34,34:20:08,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,47,Finisher,scott voigt,USA,M,20-34,34:20:08,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,48,Finisher,thaddeus gilliam,USA,M,20-34,34:20:11,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,49,Finisher,yan gao,CHINA,M,45-49,34:20:39,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,50,Finisher,evelyn trotter,USA,F,40-44,34:40:03,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,51,Finisher,joseph sandoval,USA,M,20-34,34:47:48,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,52,Finisher,darryl shedarowich,USA,M,55-59,34:47:54,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,53,Finisher,peter johnson,UNITED KINGDOM,M,65-69,35:10:07,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,54,Finisher,dominick volini,USA,M,35-39,35:12:46,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,55,Finisher,jeremy manke,USA,M,35-39,35:13:31,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,56,Finisher,james blackwell,USA,M,20-34,35:16:26,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,57,Finisher,joshua canning,USA,M,35-39,35:20:11,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,58,Finisher,george briones,USA,M,20-34,35:24:33,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,59,Finisher,alfredo rodriguez,USA,M,20-34,35:25:17,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,60,Finisher,larry hall,USA,M,60-64,35:30:29,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,61,Finisher,brian culleton,USA,M,35-39,35:38:21,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,62,Finisher,rachel hill,USA,F,40-44,35:43:05,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,63,Finisher,meaghan jennings,USA,F,35-39,35:51:49,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,64,Finisher,nicholas robertson,USA,M,35-39,35:56:55,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,scott warren,USA,M,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,michael borst,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,johnathon craig,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,jeff ball,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,rokas zickevicius,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,arturo gonzales,MEXICO,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,mariano corona,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,mario martinez,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,tony torres,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,roni kauri,FINLAND,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,ruperto romero,USA,M,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,pam reed,USA,F,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,telma altoon,USA,F,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,gabrielle maudiere,USA,F,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,anonymous,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,hohyun kim,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,maikara lyman,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,elizabeth mcclain,USA,F,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,kyle moss,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,billy osullivan,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,jason pecoraro,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,crystal shinosky,USA,F,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,peter smeys,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,chip tilden,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,jordan upton,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,alan velazco,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,nathanael heyman,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,valerie ackley,USA,F,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,clayton barnett,GERMANY,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,adrian belitu,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,eric brummer,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,hathaichanok chantraraphit,USA,F,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,jim doyle,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,phillip espinoza,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,james garner,USA,M,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,seana green,USA,F,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,ezekiel hart,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,brady haugh,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,violeta heisler,USA,F,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
17-Aug-18,2018,DNF,DNF,brendan wiley,USA,M,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,1,Finisher,rod farvard,USA,M,20-34,19:31:00,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,2,Finisher,malcolm suarez,CANADA,M,20-34,21:41:08,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,3,Finisher,tony torres,USA,M,50-54,22:56:54,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,4,Finisher,michael carilli,USA,M,20-34,23:22:34,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,5,Finisher,miguel lara,MEXICO,M,20-34,23:34:45,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,6,Finisher,paul sinclair,USA,M,50-54,24:19:06,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,7,Finisher,michael jimenez,USA,M,45-49,24:37:19,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,8,Finisher,lindsay hamoudi,UNITED KINGDOM,M,40-44,25:19:36,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,9,Finisher,charlie detar,USA,M,35-39,25:20:18,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,10,Finisher,oswaldo lopez,USA,M,45-49,25:37:26,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,11,Finisher,steve rowbury,USA,M,50-54,25:53:58,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,12,Finisher,dan cicchelli,USA,M,40-44,26:24:20,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,13,Finisher,carter williams,USA,M,60-64,26:48:58,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,14,Finisher,yuji ashizawa,USA,M,40-44,27:10:07,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,15,Finisher,maria rivera,USA,F,45-49,28:05:53,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,16,Finisher,gerardo torres,USA,M,45-49,28:36:07,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,17,Finisher,chris futterer,USA,M,50-54,28:39:18,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,18,Finisher,steven evers,USA,M,20-34,28:49:39,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,19,Finisher,daniel hopkins,USA,M,35-39,28:54:10,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,20,Finisher,luis garcia,USA,M,45-49,28:58:21,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,21,Finisher,matt collins,USA,M,20-34,29:03:49,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,22,Finisher,ben brown,USA,M,35-39,29:38:22,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,23,Finisher,jose ramos,USA,M,45-49,29:41:23,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,24,Finisher,bert starke,CANADA,M,55-59,29:43:06,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,25,Finisher,nathanael heyman,USA,M,45-49,29:47:02,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,26,Finisher,pablo ventura,MEXICO,M,40-44,29:51:41,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,27,Finisher,jack cheng,USA,M,45-49,29:52:52,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,28,Finisher,heather huggins,USA,F,45-49,30:14:07,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,29,Finisher,alex carrion,USA,M,40-44,30:36:43,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,30,Finisher,patrick carroll,USA,M,20-34,30:41:10,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,31,Finisher,oscar hernandez,USA,M,35-39,30:47:13,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,32,Finisher,iso yucra,BOLIVIA,M,50-54,30:52:41,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,33,Finisher,yukihiro harada,JAPAN,M,35-39,31:03:18,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,34,Finisher,alex esquivel,USA,M,50-54,31:08:27,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,35,Finisher,timothy lee,USA,M,45-49,31:18:56,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,36,Finisher,emily lobacz,USA,F,20-34,31:23:43,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,37,Finisher,cody dedow,USA,M,20-34,31:39:10,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,38,Finisher,joel espinoza,USA,M,40-44,32:09:55,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,39,Finisher,joaquin ortiz,USA,M,50-54,32:09:55,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,40,Finisher,francis picard,CANADA,M,35-39,32:11:55,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,41,Finisher,john moore,USA,M,20-34,32:19:59,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,42,Finisher,joshua perrell,USA,M,20-34,32:25:13,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,43,Finisher,simon schenk,AUSTRALIA,M,40-44,32:45:34,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,44,Finisher,brian schmitz,USA,M,45-49,32:47:05,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,45,Finisher,aaron flynn,USA,M,20-34,33:06:29,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,46,Finisher,scott daniel,USA,M,50-54,33:14:32,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,47,Finisher,ian pope,USA,M,35-39,33:15:20,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,48,Finisher,ryan larkan,USA,M,40-44,33:26:30,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,49,Finisher,robert jenkins,USA,M,20-34,33:35:55,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,50,Finisher,tomomi sekinoe,JAPAN,F,40-44,34:09:59,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,51,Finisher,damien grinsell,AUSTRALIA,M,45-49,34:19:04,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,52,Finisher,yi feng,USA,M,60-64,34:19:45,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,53,Finisher,tony lee,USA,M,45-49,34:21:20,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,54,Finisher,ilja herdt,GERMANY,M,35-39,34:21:29,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,55,Finisher,jamie farley,USA,M,40-44,34:23:30,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,56,Finisher,jesse parra,USA,M,45-49,34:39:20,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,57,Finisher,cheyne inman,USA,M,20-34,34:41:27,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,58,Finisher,rohan aurora,INDIA,M,20-34,34:42:41,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,59,Finisher,mike smith,USA,M,60-64,34:50:58,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,60,Finisher,randy morman,USA,M,40-44,34:54:57,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,61,Finisher,luke whittam,UNITED KINGDOM,M,40-44,34:58:09,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,62,Finisher,vivian lee,USA,F,45-49,35:14:52,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,63,Finisher,ge jin,CHINA,M,35-39,35:14:53,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,64,Finisher,mike stephens,USA,M,60-64,35:14:57,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,65,Finisher,maria luisa poso,PHILIPPINES,F,45-49,35:15:19,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,66,Finisher,todor trenkov,USA,M,60-64,35:15:25,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,67,Finisher,khang le,USA,M,40-44,35:20:28,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,68,Finisher,gabe rubenstein,USA,M,40-44,35:21:53,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,69,Finisher,alan singleton,USA,M,50-54,35:22:29,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,70,Finisher,vanessa jones,USA,F,55-59,35:22:47,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,71,Finisher,david vancouvering,USA,M,35-39,35:30:39,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,72,Finisher,soo-jung lim,USA,F,60-64,35:30:46,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,73,Finisher,jason giesler,USA,M,45-49,35:32:19,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,74,Finisher,mary walker,USA,F,35-39,35:32:20,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,75,Finisher,sean lee,USA,M,45-49,35:34:21,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,76,Finisher,jae hoon lee,SOUTH KOREA,M,50-54,35:34:22,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,77,Finisher,gemma bachmann,USA,F,45-49,35:34:58,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,78,Finisher,deby kumasaka,USA,F,55-59,35:35:16,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,79,Finisher,quentin stoker,USA,M,20-34,35:36:52,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,80,Finisher,joshua kraus,USA,M,40-44,35:42:01,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,81,Finisher,brenda jackson,USA,F,40-44,35:51:03,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,82,Finisher,benny hickok,USA,M,45-49,35:55:19,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,83,Finisher,michael ortiz,USA,M,35-39,35:55:29,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,84,Finisher,jay dobrowalski,USA,M,40-44,35:55:32,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,85,Finisher,pearl lee,USA,F,35-39,35:59:38,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,ronald hess,USA,M,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,robert newton,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,james garner,USA,M,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,joshua goldstein,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,mark hiday,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,natalie nolasco,USA,F,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,chihping fu,CHINESE TAIPEI,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,brandon walton,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,gregg stutts,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,scott warren,USA,M,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,brent rupnow,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,benjen roxas,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,trevor huckins,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,jake jacobson,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,daisuke ikeda,JAPAN,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,tyler watts,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,armando alvarez,USA,M,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,bill mosher,USA,M,50-54,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,ashley lindsey,USA,F,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,john leoniak,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,gus kodsi,USA,M,55-59,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,hiraku kobayashi,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,brando king,USA,M,20-34,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,dustin keen,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,steven nicosia,USA,M,45-49,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,monica maze,USA,F,40-44,-,Kodiak 100M,"Big Bear Lake, CA",100M
16-Aug-19,2019,DNF,DNF,wesly ratcliff,USA,M,35-39,-,Kodiak 100M,"Big Bear Lake, CA",100M
