,Date,Year,Rank,First_Name,Last_Name,Name,City,State,Age,Gender_Div,Div_Place,Time,Ultra_Rank,Status,Race,Race_Loc,Race_Dist
1081,"Friday, Jul 11, 2025",2023,55,Adelaido,Solis,Adelaido Solis,San Jose,CA,56,M,47,40:39:22,78.99,Finisher,Hard Rock 100,"Silverton, CO",100M
1082,"Friday, Jul 11, 2025",2023,56,Gavin,McKenzie,Gavin McKenzie,Arvada,CO,41,M,48,40:47:37,76.46,Finisher,Hard Rock 100,"Silverton, CO",100M
1083,"Friday, Jul 11, 2025",2023,57,Francois,Catteau,Francois Catteau,Villeurbanne,FRA,53,M,49,40:53:28,63.21,Finisher,Hard Rock 100,"Silverton, CO",100M
1084,"Friday, Jul 11, 2025",2023,58,Joshua,Anderson,Joshua Anderson,Boulder,CO,40,M,50,41:08:05,60.24,Finisher,Hard Rock 100,"Silverton, CO",100M
1085,"Friday, Jul 11, 2025",2023,59,Jeff,Davis,Jeff Davis,Amherst,MA,43,M,51,41:16:36,79.94,Finisher,Hard Rock 100,"Silverton, CO",100M
1086,"Friday, Jul 11, 2025",2023,60,Craig,Frizzle,Craig Frizzle,Maple Ridge,BC,47,M,52,41:21:57,68.44,Finisher,Hard Rock 100,"Silverton, CO",100M
1087,"Friday, Jul 11, 2025",2023,61,Rande,Brown,Rande Brown,Bedford,PA,55,M,53,41:29:40,77.99,Finisher,Hard Rock 100,"Silverton, CO",100M
1088,"Friday, Jul 11, 2025",2023,62,Maria,Semerjian,Maria Semerjian,Toulouse,FRA,50,F,9,41:33:15,81.09,Finisher,Hard Rock 100,"Silverton, CO",100M
1089,"Friday, Jul 11, 2025",2023,63,Julio,Palma,Julio Palma,Uniontown,PA,43,M,54,41:46:05,78.44,Finisher,Hard Rock 100,"Silverton, CO",100M
1090,"Friday, Jul 11, 2025",2023,64,Jason,Steinberg,Jason Steinberg,Evergreen,CO,47,M,55,41:55:20,66.79,Finisher,Hard Rock 100,"Silverton, CO",100M
1091,"Friday, Jul 11, 2025",2023,65,Guillaume,Bogner,Guillaume Bogner,Crepy En Valois,FRA,49,M,56,42:14:11,71.12,Finisher,Hard Rock 100,"Silverton, CO",100M
1092,"Friday, Jul 11, 2025",2023,66,Philip,Howland,Philip Howland,Cottonwood Heights,UT,53,M,57,42:14:44,74.78,Finisher,Hard Rock 100,"Silverton, CO",100M
1093,"Friday, Jul 11, 2025",2023,67,Jay,Hunt,Jay Hunt,Gunnison,CO,45,M,58,42:15:44,70.46,Finisher,Hard Rock 100,"Silverton, CO",100M
1094,"Friday, Jul 11, 2025",2023,68,Adam,Stepanovic,Adam Stepanovic,Flagstaff,AZ,41,M,59,42:18:06,68.26,Finisher,Hard Rock 100,"Silverton, CO",100M
1095,"Friday, Jul 11, 2025",2023,69,David,Galloway,David Galloway,Black Mountain,NC,41,M,60,42:18:56,80.07,Finisher,Hard Rock 100,"Silverton, CO",100M
1096,"Friday, Jul 11, 2025",2023,70,Ryan,Larson,Ryan Larson,Steamboat Springs,CO,47,M,61,42:31:24,71.91,Finisher,Hard Rock 100,"Silverton, CO",100M
1097,"Friday, Jul 11, 2025",2023,71,Scott,Tomchick,Scott Tomchick,Edmonds,WA,59,M,62,42:40:10,65.37,Finisher,Hard Rock 100,"Silverton, CO",100M
1098,"Friday, Jul 11, 2025",2023,72,Mark,Christopherson,Mark Christopherson,Park City,UT,57,M,63,42:42:14,70.67,Finisher,Hard Rock 100,"Silverton, CO",100M
1099,"Friday, Jul 11, 2025",2023,73,Andrew,Bainbridge,Andrew Bainbridge,Mountain View,CO,32,M,64,42:42:50,75.55,Finisher,Hard Rock 100,"Silverton, CO",100M
1100,"Friday, Jul 11, 2025",2023,74,Tim,Finocchio,Tim Finocchio,Holbrook,MA,47,M,65,42:44:18,74.6,Finisher,Hard Rock 100,"Silverton, CO",100M
1101,"Friday, Jul 11, 2025",2023,75,Joseph,Altendahl,Joseph Altendahl,St Paul,MN,43,M,66,42:52:40,75.18,Finisher,Hard Rock 100,"Silverton, CO",100M
1102,"Friday, Jul 11, 2025",2023,76,Doug,Newton,Doug Newton,Golden,CO,48,M,67,42:54:16,67.03,Finisher,Hard Rock 100,"Silverton, CO",100M
1103,"Friday, Jul 11, 2025",2023,77,David,Coblentz,David Coblentz,Los Alamos,NM,62,M,68,42:54:29,77.05,Finisher,Hard Rock 100,"Silverton, CO",100M
1104,"Friday, Jul 11, 2025",2023,78,Betsy,Nye,Betsy Nye,Truckee,CA,60,F,10,42:57:16,83.45,Finisher,Hard Rock 100,"Silverton, CO",100M
1105,"Friday, Jul 11, 2025",2023,79,Robert,Montgomery,Robert Montgomery,Carson City,NV,44,M,69,43:01:32,68.77,Finisher,Hard Rock 100,"Silverton, CO",100M
1106,"Friday, Jul 11, 2025",2023,80,Alan,Smith,Alan Smith,Glen Haven,CO,56,M,70,43:10:47,60.83,Finisher,Hard Rock 100,"Silverton, CO",100M
1107,"Friday, Jul 11, 2025",2023,81,Andy,Hamilton,Andy Hamilton,Eugene,OR,61,M,71,43:13:12,73.07,Finisher,Hard Rock 100,"Silverton, CO",100M
1108,"Friday, Jul 11, 2025",2023,82,Michael,Poole,Michael Poole,Arden,NC,44,M,72,43:30:38,73.83,Finisher,Hard Rock 100,"Silverton, CO",100M
1109,"Friday, Jul 11, 2025",2023,83,David,Linde,David Linde,Penticton,BC,34,M,73,43:37:50,61.22,Finisher,Hard Rock 100,"Silverton, CO",100M
1110,"Friday, Jul 11, 2025",2023,84,Nate,Swanberg,Nate Swanberg,Lafayette,CO,45,M,74,43:39:35,68.7,Finisher,Hard Rock 100,"Silverton, CO",100M
1111,"Friday, Jul 11, 2025",2023,85,Andrew,Barney,Andrew Barney,American Fork,UT,52,M,75,43:52:00,57.48,Finisher,Hard Rock 100,"Silverton, CO",100M
1112,"Friday, Jul 11, 2025",2023,86,Hilary,Yang,Hilary Yang,Los Angeles,CA,36,F,11,43:53:54,81.95,Finisher,Hard Rock 100,"Silverton, CO",100M
1113,"Friday, Jul 11, 2025",2023,87,Ellen,Silva,Ellen Silva,Santa Fe,NM,41,F,12,44:16:40,81.53,Finisher,Hard Rock 100,"Silverton, CO",100M
1114,"Friday, Jul 11, 2025",2023,88,Chad,Piala,Chad Piala,Golden,CO,48,M,76,44:20:43,60.55,Finisher,Hard Rock 100,"Silverton, CO",100M
1115,"Friday, Jul 11, 2025",2023,89,Lee,Conner,Lee Conner,Olmsted Falls,OH,52,F,13,44:27:05,87.81,Finisher,Hard Rock 100,"Silverton, CO",100M
1116,"Friday, Jul 11, 2025",2023,90,Edward,Sandor,Edward Sandor,Minneapolis,MN,43,M,77,44:27:20,65.71,Finisher,Hard Rock 100,"Silverton, CO",100M
1117,"Friday, Jul 11, 2025",2023,91,David,Miller,David Miller,Olympia,WA,44,M,78,44:33:41,67.01,Finisher,Hard Rock 100,"Silverton, CO",100M
1118,"Friday, Jul 11, 2025",2023,92,Justin,Walker,Justin Walker,Salida,CO,45,M,79,44:51:50,76.74,Finisher,Hard Rock 100,"Silverton, CO",100M
1119,"Friday, Jul 11, 2025",2023,93,Jeff,Calvert,Jeff Calvert,Port Matilda,PA,60,M,80,44:58:16,70.31,Finisher,Hard Rock 100,"Silverton, CO",100M
1120,"Friday, Jul 11, 2025",2023,94,Brian,Melia,Brian Melia,Grange Over Sands,GBR,60,M,81,45:23:51,64.51,Finisher,Hard Rock 100,"Silverton, CO",100M
1121,"Friday, Jul 11, 2025",2023,95,Hei,Chan,Hei Chan,Pocatello,ID,45,M,82,45:37:18,65.25,Finisher,Hard Rock 100,"Silverton, CO",100M
1122,"Friday, Jul 11, 2025",2023,96,Franck,Heuze,Franck Heuze,Pessac,FRA,59,M,83,45:39:48,62.08,Finisher,Hard Rock 100,"Silverton, CO",100M
1123,"Friday, Jul 11, 2025",2023,97,Jackie,Fritsch,Jackie Fritsch,Ouray,CO,41,F,14,45:40:58,75.67,Finisher,Hard Rock 100,"Silverton, CO",100M
1124,"Friday, Jul 11, 2025",2023,98,Jonathan,Stuart,Jonathan Stuart,North Ogden,UT,42,M,84,45:55:32,73.67,Finisher,Hard Rock 100,"Silverton, CO",100M
1125,"Friday, Jul 11, 2025",2023,99,Matt,Hawkins,Matt Hawkins,Brentwood,TN,52,M,85,45:59:22,70.17,Finisher,Hard Rock 100,"Silverton, CO",100M
1126,"Friday, Jul 11, 2025",2023,100,Sarah,Lavender Smith,Sarah Lavender Smith,Telluride,CO,56,F,15,46:05:33,83.92,Finisher,Hard Rock 100,"Silverton, CO",100M
1127,"Friday, Jul 11, 2025",2023,101,Josh,Fuller,Josh Fuller,Jackson,WY,37,M,86,46:36:13,76.49,Finisher,Hard Rock 100,"Silverton, CO",100M
1128,"Friday, Jul 11, 2025",2023,102,Maria,Liao,Maria Liao,Quezon City,PHL,35,F,16,46:46:32,87.57,Finisher,Hard Rock 100,"Silverton, CO",100M
1129,"Friday, Jul 11, 2025",2023,103,Luc,Steens,Luc Steens,Lasne,BEL,56,M,87,47:02:10,54.54,Finisher,Hard Rock 100,"Silverton, CO",100M
1130,"Friday, Jul 11, 2025",2023,104,Dandelion,Dilluvio-Scott,Dandelion Dilluvio-Scott,Lander,WY,38,F,17,47:03:41,76.69,Finisher,Hard Rock 100,"Silverton, CO",100M
1131,"Friday, Jul 11, 2025",2023,105,Shelby,Johnson,Shelby Johnson,Whispering Pines,NC,39,F,18,47:17:08,85.49,Finisher,Hard Rock 100,"Silverton, CO",100M
1132,"Friday, Jul 11, 2025",2023,106,Kenneth,Ebener,Kenneth Ebener,West Columbia,SC,55,M,88,47:18:05,74.93,Finisher,Hard Rock 100,"Silverton, CO",100M
1133,"Friday, Jul 11, 2025",2023,107,Ilaria,Lancia,Ilaria Lancia,Milan,ITA,33,F,19,47:24:56,70.8,Finisher,Hard Rock 100,"Silverton, CO",100M
1134,"Friday, Jul 11, 2025",2023,108,Siobhan,Pritchard,Siobhan Pritchard,Steamboat Springs,CO,47,F,20,47:27:25,83.73,Finisher,Hard Rock 100,"Silverton, CO",100M
1135,"Friday, Jul 11, 2025",2023,109,Tina,Ure,Tina Ure,Mount Shasta,CA,65,F,21,47:29:25,78.22,Finisher,Hard Rock 100,"Silverton, CO",100M
1136,"Friday, Jul 11, 2025",2023,110,Terry,Miller,Terry Miller,Lakewood,CO,53,M,89,47:29:37,57.37,Finisher,Hard Rock 100,"Silverton, CO",100M
1137,"Friday, Jul 11, 2025",2023,111,Simon,Sandoval,Simon Sandoval,Squamish,BC,52,M,90,47:30:27,57.17,Finisher,Hard Rock 100,"Silverton, CO",100M
1138,"Friday, Jul 11, 2025",2023,112,Nathan,Rhodes,Nathan Rhodes,Asheville,NC,49,M,91,47:34:24,78.74,Finisher,Hard Rock 100,"Silverton, CO",100M
1139,"Friday, Jul 11, 2025",2023,113,Michael,Lamond,Michael Lamond,Salida,CO,52,M,92,47:46:30,65.32,Finisher,Hard Rock 100,"Silverton, CO",100M
1140,"Friday, Jul 11, 2025",2023,114,Ann,Ongena,Ann Ongena,Newbury Park,CA,61,F,22,47:53:00,74.26,Finisher,Hard Rock 100,"Silverton, CO",100M
1141,"Friday, Jul 11, 2025",2023,0,Larry,Pearson,Larry Pearson,Helotes,TX,64,M,0,0,64.34,DNF,Hard Rock 100,"Silverton, CO",100M
1142,"Friday, Jul 11, 2025",2023,0,Marcy,Beard,Marcy Beard,Livingston,TX,56,F,0,0,77.35,DNF,Hard Rock 100,"Silverton, CO",100M
1143,"Friday, Jul 11, 2025",2023,0,John,Sharp,John Sharp,Selma,TX,47,M,0,0,66.27,DNF,Hard Rock 100,"Silverton, CO",100M
1144,"Friday, Jul 11, 2025",2023,0,John,Brower,John Brower,Knoxville,TN,50,M,0,0,80.42,DNF,Hard Rock 100,"Silverton, CO",100M
1145,"Friday, Jul 11, 2025",2023,0,Tommy,Stockton,Tommy Stockton,Los Alamos,NM,65,M,0,0,69.71,DNF,Hard Rock 100,"Silverton, CO",100M
1146,"Friday, Jul 11, 2025",2023,0,Zach,Hermsen,Zach Hermsen,Golden,CO,48,M,0,0,80,DNF,Hard Rock 100,"Silverton, CO",100M
1147,"Friday, Jul 11, 2025",2023,0,Barbara,Olmer,Barbara Olmer,Denver,CO,49,F,0,0,70.92,DNF,Hard Rock 100,"Silverton, CO",100M
1148,"Friday, Jul 11, 2025",2023,0,Garth,Reader,Garth Reader,Los Alamos,NM,63,M,0,0,70.71,DNF,Hard Rock 100,"Silverton, CO",100M
1149,"Friday, Jul 11, 2025",2023,0,Junko,Kazukawa,Junko Kazukawa,Denver,CO,61,F,0,0,75.34,DNF,Hard Rock 100,"Silverton, CO",100M
1150,"Friday, Jul 11, 2025",2023,0,Matthew,Menacher,Matthew Menacher,Chicago,IL,47,M,0,0,65.23,DNF,Hard Rock 100,"Silverton, CO",100M
1151,"Friday, Jul 11, 2025",2023,0,Doug,Seaver,Doug Seaver,Bailey,CO,44,M,0,0,62.81,DNF,Hard Rock 100,"Silverton, CO",100M
1152,"Friday, Jul 11, 2025",2023,0,Amanda,Grimes,Amanda Grimes,Silverton,CO,46,F,0,0,71.61,DNF,Hard Rock 100,"Silverton, CO",100M
1153,"Friday, Jul 11, 2025",2023,0,John,Clarke,John Clarke,Colorado Springs,CO,60,M,0,0,72.04,DNF,Hard Rock 100,"Silverton, CO",100M
1154,"Friday, Jul 11, 2025",2023,0,Makoto,Kitamura,Makoto Kitamura,New York,NY,56,M,0,0,57.15,DNF,Hard Rock 100,"Silverton, CO",100M
1155,"Friday, Jul 11, 2025",2023,0,Laurie,Nakauchi,Laurie Nakauchi,Lakewood,CO,55,F,0,0,74.28,DNF,Hard Rock 100,"Silverton, CO",100M
1156,"Friday, Jul 11, 2025",2023,0,Bryan,Shuman,Bryan Shuman,Laramie,WY,51,M,0,0,70.57,DNF,Hard Rock 100,"Silverton, CO",100M
1157,"Friday, Jul 11, 2025",2023,0,Wai,Law,Wai Law,Bethpage,NY,58,M,0,0,66.23,DNF,Hard Rock 100,"Silverton, CO",100M
1158,"Friday, Jul 11, 2025",2023,0,Shannon,Dye,Shannon Dye,Chattanooga,TN,46,F,0,0,81.7,DNF,Hard Rock 100,"Silverton, CO",100M
1159,"Friday, Jul 11, 2025",2023,0,Simone,Valentin Austin,Simone Valentin Austin,Naples,FL,49,F,0,0,75.01,DNF,Hard Rock 100,"Silverton, CO",100M
1160,"Friday, Jul 11, 2025",2023,0,Leo,Fung,Leo Fung,The Woodlands,TX,35,M,0,0,72.58,DNF,Hard Rock 100,"Silverton, CO",100M
1161,"Friday, Jul 11, 2025",2023,0,Lieko,Earle,Lieko Earle,Boulder,CO,50,F,0,0,74.66,DNF,Hard Rock 100,"Silverton, CO",100M
1162,"Friday, Jul 11, 2025",2023,0,Nathan,Kurz,Nathan Kurz,Boulder,CO,42,M,0,0,73.85,DNF,Hard Rock 100,"Silverton, CO",100M
1163,"Friday, Jul 11, 2025",2023,0,Hannes,Gehring,Hannes Gehring,Crested Butte,CO,39,M,0,0,82.79,DNF,Hard Rock 100,"Silverton, CO",100M
1164,"Friday, Jul 11, 2025",2023,0,Jason,Edwards,Jason Edwards,Layton,UT,46,M,0,0,68.46,DNF,Hard Rock 100,"Silverton, CO",100M
1165,"Friday, Jul 11, 2025",2023,0,Nathaniel,Moore,Nathaniel Moore,Clovis,CA,42,M,0,0,74.03,DNF,Hard Rock 100,"Silverton, CO",100M
1166,"Friday, Jul 11, 2025",2023,0,David,Peterman,David Peterman,Hudson,OH,62,M,0,0,79.05,DNF,Hard Rock 100,"Silverton, CO",100M
1167,"Friday, Jul 11, 2025",2023,0,Patrick,ONeill,Patrick ONeill,Crested Butte,CO,61,M,0,0,79.04,DNF,Hard Rock 100,"Silverton, CO",100M
1168,"Friday, Jul 11, 2025",2023,0,Denise,Klatt,Denise Klatt,Brookline,MA,34,F,0,0,77.81,DNF,Hard Rock 100,"Silverton, CO",100M
1169,"Friday, Jul 11, 2025",2023,0,Cal,Mitchell,Cal Mitchell,Ottawa,ON,64,M,0,0,58.02,DNF,Hard Rock 100,"Silverton, CO",100M
1170,"Friday, Jul 11, 2025",2023,0,Salvatore,Febbo,Salvatore Febbo,Dianella,AUS,64,M,0,0,0,DNF,Hard Rock 100,"Silverton, CO",100M
1171,"Friday, Jul 11, 2025",2023,0,Matthew,Doyle,Matthew Doyle,Heemstede,NLD,38,M,0,0,48.06,DNF,Hard Rock 100,"Silverton, CO",100M
